topic,age,level,model,agent,run_index,seed,repeat_count,json_valid,schema_compliance,word_count,examples_count,readability,lix_value,content_coverage,tone_encouragement,tone_simplicity,tone_engagement,ragas_faithfulness,ragas_answer_relevancy,ragas_context_precision,ragas_context_recall,ragas_avg,ragas_status,hallucination_rate,ttft_ms,latency,rag_score,llm_score,agent_score,final_score,response_length,details,pedagogical_graph_json
Python,12,beginner,llama3.1:latest,architect,1,42,3,True,True,,,,,,,,,,,,,,,,72144.3,274.39,,50.73,100,85.22,2233,"{""agent"": ""architect"", ""json_valid"": true, ""schema_compliance"": true, ""module_count"": 5, ""module_completeness"": 100.0, ""pedagogical_structure"": 100, ""latency"": 274.39, ""response_length"": 2233, ""agent_score"": 100, ""generated_content"": ""{\n\n  \""courseTitle\"": \""La Qu\u00eate de l'Intelligence Artificielle\"",\n\n  \""programmingLanguage\"": \""Python\"",\n\n  \""level\"": \""beginner\"",\n\n  \""totalDuration\"": \""6 heures\"",\n\n  \""objectives\"": [\n    \""Comprendre les conditions et les boucles\"",\n    \""Appliquer les concepts dans des cas simples\""\n  ],\n\n  \""modules\"": [\n    {\n      \""order\"": 1,\n      \""title\"": \""Le Secret de la Programmation\"",\n      \""duration\"": \""45 mins\"",\n      \""description\"": \""D\u00e9couvrez comment les ordinateurs peuvent r\u00e9soudre des probl\u00e8mes complexes en suivant des instructions pr\u00e9cises.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Conditions : Si, Alors et Sinon\"",\n        \""Boucles : R\u00e9p\u00e9ter des actions\""\n      ]\n    },\n    {\n      \""order\"": 2,\n      \""title\"": \""Les Conditions : Le Choix Sagement Pris\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""Apprenez \u00e0 utiliser les conditions pour prendre des d\u00e9cisions dans votre programme.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Conditions If, Else et Elif\"",\n        \""Exemple : V\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5\""\n      ]\n    },\n    {\n      \""order\"": 3,\n      \""title\"": \""Les Boucles : La R\u00e9p\u00e9tition Astucieuse\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""D\u00e9couvrez comment utiliser les boucles pour r\u00e9p\u00e9ter des actions dans votre programme.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Boucles For et While\"",\n        \""Exemple : R\u00e9p\u00e9ter une action 5 fois\""\n      ]\n    },\n    {\n      \""order\"": 4,\n      \""title\"": \""La Programmation en Action\"",\n      \""duration\"": \""45 mins\"",\n      \""description\"": \""Appliquez vos connaissances pour r\u00e9soudre des probl\u00e8mes r\u00e9els.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Exercice : Cr\u00e9er un programme qui demande \u00e0 l'utilisateur son nom et le salut\"",\n        \""Exercice : Cr\u00e9er un programme qui affiche les nombres de 1 \u00e0 10\""\n      ]\n    },\n    {\n      \""order\"": 5,\n      \""title\"": \""Les Prochaines \u00c9tapes\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""D\u00e9couvrez comment aller plus loin dans la programmation avec Python.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Introduction \u00e0 l'Object-Oriented Programming (OOP)\"",\n        \""Exemple : Cr\u00e9er une classe pour repr\u00e9senter un objet\""\n      ]\n    }\n  ]\n\n}"", ""ttft_ms"": 72144.3, ""llm_score"": 50.73, ""rag_score"": null, ""final_score"": 85.22, ""context_docs_count"": 3}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,writer,1,42,3,True,True,310,0,80.3,37.88,0.0,,35.39,40.0,0.9167,0.8112,1.0,0.6,0.832,ok,0.0833,31589.9,226.62,84.48,76.67,51,65.4,1988,"{""agent"": ""writer"", ""json_valid"": true, ""schema_compliance"": true, ""word_count"": 310, ""examples_count"": 0, ""readability"": 80.3, ""lix_value"": 37.88, ""educational_richness"": 0.0, ""keyword_coverage"": 0.0, ""tone_simplicity"": 35.39, ""ragas_faithfulness"": 0.9167, ""ragas_answer_relevancy"": 0.8112, ""ragas_context_precision"": 1.0, ""ragas_context_recall"": 0.6, ""ragas_avg"": 0.832, ""ragas_status"": ""ok"", ""latency"": 226.62, ""response_length"": 1988, ""agent_score"": 51, ""content_coverage"": 0.0, ""tone_engagement"": 40.0, ""tone_source"": ""groq"", ""generated_content"": ""{\n  \""order\"": 0,\n  \""title\"": \""Conditionnels et boucles\"",\n  \""content\"": \""## Section 1: D\u00e9couvrez les Conditions !\\\\n\\n[Doc 1]: Les conditions sont utilis\u00e9es pour v\u00e9rifier les valeurs, elles peuvent \u00eatre utilis\u00e9es avec les variables ou directement. En programmation, vous savez ce que c'est dans la vie de tous les jours : \u00ab si... alors \u00bb mais il peut \u00e9galement arriver d'avoir affaire \u00e0 des conditions comme \u00ab si... alors... sinon si...  alors... sinon... \u00bb. Eh bien en programmation, c'est exactement la m\u00eame chose ! Les conditions servent \u00e0 faire agir le programme en fonction des actions pr\u00e9c\u00e9dentes.\\\\n\\n## Section 2: L'Analogie du Jour - les Conditions\\\\n\\nImaginez que vous \u00eates dans un jeu vid\u00e9o et que vous devez choisir entre deux chemins : si vous prenez le chemin de gauche, vous gagnez 10 points mais si vous prenez le chemin de droite, vous perdez 5 points. Les conditions sont comme ces choix ! Elles permettent au programme de prendre des d\u00e9cisions en fonction de certaines conditions.\\\\n\\n## Section 3: L'Analogie du Jour - les Boucles\\\\n\\nImaginez que vous \u00eates dans un parc et que vous devez faire une course autour d'un lac. Vous pouvez courir plusieurs fois autour du lac avant de vous arr\u00eater. Les boucles sont comme ces courses ! Elles permettent au programme de r\u00e9p\u00e9ter des actions plusieurs fois.\\\\n\\n## Section 4: Pratique - Exercices !\\\\n\\nExercice 1 : Quel est le type de condition pour v\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5 ? Options : 'sup\u00e9rieur', 'inf\u00e9rieur', '\u00e9gal'. R\u00e9ponse attendue : 'sup\u00e9rieur'.\\\\n\\nExercice 2 : Remplis le trou : __________ est utilis\u00e9 pour r\u00e9p\u00e9ter des actions. Options : None. R\u00e9ponse attendue : boucle.\\\\n\\n## Section 5: Recap !\\\\n\\nVoil\u00e0, vous avez compris les conditions et les boucles ! Les conditions sont utilis\u00e9es pour v\u00e9rifier les valeurs et faire agir le programme en fonction des actions pr\u00e9c\u00e9dentes. Les boucles sont utilis\u00e9es pour r\u00e9p\u00e9ter des actions plusieurs fois.\"",\n  \""word_count\"": 300,\n  \""language_target\"": \""French\""\n}"", ""ttft_ms"": 31589.9, ""llm_score"": 76.67, ""rag_score"": 84.48, ""final_score"": 65.4, ""hallucination_rate"": 0.0833, ""context_docs_count"": 3}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,enricher,1,42,3,True,,,,,,,,,,,,,,,,,12848.8,114.92,,80.85,100,94.25,868,"{""agent"": ""enricher"", ""json_valid"": true, ""schema_validity"": 100.0, ""options_validity"": 100.0, ""answer_index_validity"": 100.0, ""diversity_score"": 100.0, ""exercise_count"": 2, ""valid_exercises"": 2, ""latency"": 114.92, ""response_length"": 868, ""agent_score"": 100, ""generated_content"": ""{ \n  \""questions\"": [\n    {\n      \""question\"": \""Quel est le type de condition pour v\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5 ?\"",\n      \""options\"": [\""sup\u00e9rieur\"", \""inf\u00e9rieur\"", \""\u00e9gal\"", \""identique\""],\n      \""correct_index\"": 0,\n      \""explanation\"": \""Bravo ! En fait, les conditions sont utilis\u00e9es pour v\u00e9rifier les valeurs et faire agir le programme en fonction des actions pr\u00e9c\u00e9dentes. Dans ce cas, on utilise la condition 'sup\u00e9rieur' pour v\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5.\""\n    },\n    {\n      \""question\"": \""Qu'est-ce qui permet au programme de r\u00e9p\u00e9ter des actions plusieurs fois ?\"",\n      \""options\"": [\""condition\"", \""boucle\"", \""variable\"", \""fonction\""],\n      \""correct_index\"": 1,\n      \""explanation\"": \""Super ! En fait, les boucles sont utilis\u00e9es pour r\u00e9p\u00e9ter des actions plusieurs fois. C'est comme faire une course autour d'un lac dans l'analogie du jour.\""\n    }\n  ]\n}"", ""ttft_ms"": 12848.8, ""llm_score"": 80.85, ""rag_score"": null, ""final_score"": 94.25}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,critic,1,42,3,True,True,,,,,,,,,,,,,,,,13161.2,87.41,,85.43,75,78.13,768,"{""agent"": ""critic"", ""json_valid"": true, ""schema_compliance"": true, ""score_range_validity"": true, ""consistency_score"": 0, ""issue_completeness"": 100, ""latency"": 87.41, ""response_length"": 768, ""agent_score"": 75, ""generated_content"": ""{  \n  \""score\"": 60,\n  \""approved\"": false,\n  \""module_issues\"": [ \n    {\n      \""module\"": \""D\u00e9couvrez les Conditions !\"",\n      \""issue\"": \""Le vocabulaire utilis\u00e9 est trop simple et ne convient pas \u00e0 un enfant de 12 ans. Les exemples donn\u00e9s sont \u00e9galement trop basiques.\""\n    },\n    {\n      \""module\"": \""L'Analogie du Jour - les Boucles\"",\n      \""issue\"": \""La comparaison avec la course autour d'un lac est int\u00e9ressante mais le lien avec les boucles en programmation n'est pas clair.\""\n    }\n  ],\n  \""global_issues\"": [\n    \""Le cours manque de progression technique entre les modules. Les notions sont pr\u00e9sent\u00e9es de mani\u00e8re trop superficielle.\"",\n    \""Les exercices ne sont pas suffisamment difficiles pour un enfant de 12 ans qui commence \u00e0 apprendre la programmation en Python.\""\n  ]\n}"", ""ttft_ms"": 13161.2, ""llm_score"": 85.43, ""rag_score"": null, ""final_score"": 78.13}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,architect,2,43,3,True,True,,,,,,,,,,,,,,,,24262.0,272.87,,53.16,100,85.95,2623,"{""agent"": ""architect"", ""json_valid"": true, ""schema_compliance"": true, ""module_count"": 6, ""module_completeness"": 100.0, ""pedagogical_structure"": 100, ""latency"": 272.87, ""response_length"": 2623, ""agent_score"": 100, ""generated_content"": ""{\n\n  \""courseTitle\"": \""La Qu\u00eate de la Programmation Python\"",\n\n  \""programmingLanguage\"": \""Python\"",\n\n  \""level\"": \""beginner\"",\n\n  \""totalDuration\"": \""6 heures\"",\n\n  \""objectives\"": [\n    \""Comprendre les conditions et les boucles\"",\n    \""Appliquer les concepts dans des cas simples\""\n  ],\n\n  \""modules\"": [\n    {\n      \""order\"": 1,\n      \""title\"": \""Le Secret de la Programmation Python\"",\n      \""duration\"": \""45 mins\"",\n      \""description\"": \""D\u00e9couvrez comment la programmation peut r\u00e9soudre des probl\u00e8mes concrets du monde r\u00e9el.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Introduction \u00e0 la programmation Python\""\n      ]\n    },\n    {\n      \""order\"": 2,\n      \""title\"": \""Les Conditions : Le Choix Sagement Pris\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""Apprenez \u00e0 utiliser les conditions pour prendre des d\u00e9cisions dans votre programme.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Concept: Conditions\"",\n        \""Exercice: Quel est le type de condition pour v\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5?\""\n      ]\n    },\n    {\n      \""order\"": 3,\n      \""title\"": \""Les Boucles : La R\u00e9p\u00e9tition Astucieuse\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""D\u00e9couvrez comment les boucles peuvent vous aider \u00e0 r\u00e9p\u00e9ter des actions dans votre programme.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Concept: Boucles\"",\n        \""Exercice: Remplis le trou : __________ est utilis\u00e9 pour r\u00e9p\u00e9ter des actions.\""\n      ]\n    },\n    {\n      \""order\"": 4,\n      \""title\"": \""La Manipulation de Donn\u00e9es\"",\n      \""duration\"": \""45 mins\"",\n      \""description\"": \""Apprenez \u00e0 manipuler les donn\u00e9es dans votre programme en utilisant les conditions et les boucles.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Exercice: Cr\u00e9ez un programme qui demande \u00e0 l'utilisateur son nom et affiche un message personnalis\u00e9.\""\n      ]\n    },\n    {\n      \""order\"": 5,\n      \""title\"": \""Les Petites Victoires Techniques\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""D\u00e9couvrez comment utiliser les conditions et les boucles pour r\u00e9soudre des probl\u00e8mes techniques.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Exercice: Cr\u00e9ez un programme qui demande \u00e0 l'utilisateur son \u00e2ge et affiche un message en fonction de son \u00e2ge.\""\n      ]\n    },\n    {\n      \""order\"": 6,\n      \""title\"": \""L'Expansion : Les Concepts Plus Complexes\"",\n      \""duration\"": \""45 mins\"",\n      \""description\"": \""D\u00e9couvrez comment utiliser les conditions et les boucles pour r\u00e9soudre des probl\u00e8mes plus complexes.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Concept: Conditions et Boucles en combin\u00e9\""\n      ]\n    }\n  ]\n\n}"", ""ttft_ms"": 24262.0, ""llm_score"": 53.16, ""rag_score"": null, ""final_score"": 85.95, ""context_docs_count"": 3}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,writer,2,43,3,True,True,279,0,64.72,44.11,58.95,,24.59,60.0,0.3684,0.8674,1.0,1.0,0.8089,ok,0.6316,30644.1,239.65,73.25,54.74,56,59.07,1879,"{""agent"": ""writer"", ""json_valid"": true, ""schema_compliance"": true, ""word_count"": 279, ""examples_count"": 0, ""readability"": 64.72, ""lix_value"": 44.11, ""educational_richness"": 31.58, ""keyword_coverage"": 100.0, ""tone_simplicity"": 24.59, ""ragas_faithfulness"": 0.3684, ""ragas_answer_relevancy"": 0.8674, ""ragas_context_precision"": 1.0, ""ragas_context_recall"": 1.0, ""ragas_avg"": 0.8089, ""ragas_status"": ""ok"", ""latency"": 239.65, ""response_length"": 1879, ""agent_score"": 56, ""content_coverage"": 58.95, ""tone_engagement"": 60.0, ""tone_source"": ""groq"", ""generated_content"": ""{\n  \""order\"": 0,\n  \""title\"": \""Conditionnels et boucles\"",\n  \""content\"": \""## Section 1: L'aventure commence !\\n\\nBonjour les petits programmeurs en herbe ! Aujourd'hui, nous allons explorer deux concepts cl\u00e9s en Python : les conditions et les boucles. Ces outils vous permettront de cr\u00e9er des programmes encore plus intelligents et efficaces.\\n\\n[Doc 1] Les conditions ? Qu'est-ce que c'est ?\\nLes conditions sont utilis\u00e9es pour v\u00e9rifier les valeurs, elles peuvent \u00eatre utilis\u00e9es avec les variables ou directement. C'est comme poser une question \u00e0 votre programme : 'Si cela est vrai, alors fait ceci.'\\n\\n## Section 2: Les conditions if et elif\\n\\nImaginez que vous \u00eates en train de cr\u00e9er un jeu vid\u00e9o. Vous souhaitez afficher un message sp\u00e9cial si le joueur a gagn\u00e9 la partie.\\n\\n`if score >= 100:\\nprint(' F\u00e9licitations, vous avez gagn\u00e9 !')\\nelse:\\nprint('Dommage, essayez \u00e0 nouveau !')`\\n\\n[Doc 2] Conclusion : Les conditions servent \u00e0 faire agir le programme en fonction des actions pr\u00e9c\u00e9dentes.\\n\\n## Section 3: Les boucles for\\n\\nMaintenant, imaginez que vous souhaitez afficher un message pour chaque \u00e9l\u00e9ment d'une liste. Vous pouvez utiliser une boucle for pour r\u00e9p\u00e9ter l'action.\\n\\n`for fruit in ['pomme', 'poire', 'fraise']:\\nprint(fruit)\\n`\\n\\n[Doc 3] Conclusion : Les boucles sont utilis\u00e9es pour r\u00e9p\u00e9ter des actions.\\n\\n## Section 4: Exercices\\n\\n1. Quel est le type de condition pour v\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5 ?\\nA) Sup\u00e9rieur\\nB) Inf\u00e9rieur\\nC) \u00c9gal\\nR\u00e9ponse attendue : A)\\n2. Remplis le trou : __________ est utilis\u00e9 pour r\u00e9p\u00e9ter des actions.\\nR\u00e9ponse attendue : for\\n\\n## Section 5: R\u00e9capitulatif\\n\\nVoil\u00e0, vous avez d\u00e9couvert les conditions et les boucles en Python ! C'est une \u00e9tape importante dans votre aventure de programmation. Continuez \u00e0 explorer et \u00e0 cr\u00e9er des programmes amusants et utiles.\"",\n  \""word_count\"": 396,\n  \""language_target\"": \""fr\""\n}"", ""ttft_ms"": 30644.1, ""llm_score"": 54.74, ""rag_score"": 73.25, ""final_score"": 59.07, ""hallucination_rate"": 0.6316, ""context_docs_count"": 3}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,enricher,2,43,3,True,,,,,,,,,,,,,,,,,11503.6,80.07,,86.65,100,96.0,711,"{""agent"": ""enricher"", ""json_valid"": true, ""schema_validity"": 100.0, ""options_validity"": 100.0, ""answer_index_validity"": 100.0, ""diversity_score"": 100.0, ""exercise_count"": 2, ""valid_exercises"": 2, ""latency"": 80.07, ""response_length"": 711, ""agent_score"": 100, ""generated_content"": ""{ \n  \""questions\"": [\n    {\n      \""question\"": \""Quel est le type de condition pour v\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5 ?\"",\n      \""options\"": [\""Sup\u00e9rieur\"", \""Inf\u00e9rieur\"", \""\u00c9gal\"", \""In\u00e9gal\""],\n      \""correct_index\"": 0,\n      \""explanation\"": \""Bravo ! En fait, les conditions sont utilis\u00e9es pour v\u00e9rifier les valeurs, et 'sup\u00e9rieur' est le type de condition qui correspond \u00e0 cette action.\""\n    },\n    {\n      \""question\"": \""Quel est l'instrument utilis\u00e9 pour r\u00e9p\u00e9ter des actions ?\"",\n      \""options\"": [\""if\"", \""elif\"", \""for\"", \""else\""],\n      \""correct_index\"": 2,\n      \""explanation\"": \""Super ! En fait, les boucles sont utilis\u00e9es pour r\u00e9p\u00e9ter des actions, et 'for' est l'instrument qui correspond \u00e0 cette action.\""\n    }\n  ]\n}"", ""ttft_ms"": 11503.6, ""llm_score"": 86.65, ""rag_score"": null, ""final_score"": 96.0}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,critic,2,43,3,True,True,,,,,,,,,,,,,,,,11783.8,131.03,,80.0,75,76.5,1288,"{""agent"": ""critic"", ""json_valid"": true, ""schema_compliance"": true, ""score_range_validity"": true, ""consistency_score"": 0, ""issue_completeness"": 100, ""latency"": 131.03, ""response_length"": 1288, ""agent_score"": 75, ""generated_content"": ""{\n\n\""score\"": 60,\n\n\""approved\"": false,\n\n\""module_issues\"": [\n\n{\n\""module\"": \""Section 1: L'aventure commence !\"",\n\n\""issue\"": \""Le vocabulaire utilis\u00e9 est trop complexe pour un enfant de 12 ans. Par exemple, 'les petits programmeurs en herbe' peut \u00eatre remplac\u00e9 par 'nous sommes des d\u00e9butants en programmation'.\""\n},\n\n{\n\""module\"": \""Section 2: Les conditions if et elif\"",\n\n\""issue\"": \""L'exemple utilis\u00e9 est trop simple pour illustrer les conditions if et elif. Il faudrait ajouter un exemple plus complexe qui utilise plusieurs conditions.\""\n},\n\n{\n\""module\"": \""Section 3: Les boucles for\"",\n\n\""issue\"": \""Le concept de boucle for n'est pas bien expliqu\u00e9. Il faudrait ajouter une explication plus d\u00e9taill\u00e9e sur la mani\u00e8re dont les boucles fonctionnent en Python.\""\n},\n\n{\n\""module\"": \""Section 4: Exercices\"",\n\n\""issue\"": \""Les exercices sont trop faciles et ne permettent pas de v\u00e9rifier si l'\u00e9tudiant a bien compris les concepts. Il faudrait ajouter des exercices plus difficiles ou demander \u00e0 l'\u00e9tudiant de r\u00e9soudre un probl\u00e8me sp\u00e9cifique.\""\n}\n\n],\n\n\""global_issues\"": [\n\n\""Dans le cours, il n'y a pas d'explication sur la mani\u00e8re dont les conditions et les boucles sont utilis\u00e9es dans une application r\u00e9elle. Il faudrait ajouter des exemples ou des sc\u00e9narios pour montrer comment ces concepts peuvent \u00eatre appliqu\u00e9s.\""\n\n]\n\n}"", ""ttft_ms"": 11783.8, ""llm_score"": 80.0, ""rag_score"": null, ""final_score"": 76.5}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,architect,3,44,3,True,True,,,,,,,,,,,,,,,,21762.2,289.94,,53.16,100,85.95,2623,"{""agent"": ""architect"", ""json_valid"": true, ""schema_compliance"": true, ""module_count"": 6, ""module_completeness"": 100.0, ""pedagogical_structure"": 100, ""latency"": 289.94, ""response_length"": 2623, ""agent_score"": 100, ""generated_content"": ""{\n\n  \""courseTitle\"": \""La Qu\u00eate de la Programmation Python\"",\n\n  \""programmingLanguage\"": \""Python\"",\n\n  \""level\"": \""beginner\"",\n\n  \""totalDuration\"": \""6 heures\"",\n\n  \""objectives\"": [\n    \""Comprendre les conditions et les boucles\"",\n    \""Appliquer les concepts dans des cas simples\""\n  ],\n\n  \""modules\"": [\n    {\n      \""order\"": 1,\n      \""title\"": \""Le Secret de la Programmation Python\"",\n      \""duration\"": \""45 mins\"",\n      \""description\"": \""D\u00e9couvrez comment la programmation peut r\u00e9soudre des probl\u00e8mes concrets du monde r\u00e9el.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Introduction \u00e0 la programmation Python\""\n      ]\n    },\n    {\n      \""order\"": 2,\n      \""title\"": \""Les Conditions : Le Choix Sagement Pris\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""Apprenez \u00e0 utiliser les conditions pour prendre des d\u00e9cisions dans votre programme.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Concept: Conditions\"",\n        \""Exercice: Quel est le type de condition pour v\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5?\""\n      ]\n    },\n    {\n      \""order\"": 3,\n      \""title\"": \""Les Boucles : La R\u00e9p\u00e9tition Astucieuse\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""D\u00e9couvrez comment les boucles peuvent vous aider \u00e0 r\u00e9p\u00e9ter des actions dans votre programme.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Concept: Boucles\"",\n        \""Exercice: Remplis le trou : __________ est utilis\u00e9 pour r\u00e9p\u00e9ter des actions.\""\n      ]\n    },\n    {\n      \""order\"": 4,\n      \""title\"": \""La Manipulation de Donn\u00e9es\"",\n      \""duration\"": \""45 mins\"",\n      \""description\"": \""Apprenez \u00e0 manipuler les donn\u00e9es dans votre programme en utilisant les conditions et les boucles.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Exercice: Cr\u00e9ez un programme qui demande \u00e0 l'utilisateur son nom et affiche un message personnalis\u00e9.\""\n      ]\n    },\n    {\n      \""order\"": 5,\n      \""title\"": \""Les Petites Victoires Techniques\"",\n      \""duration\"": \""30 mins\"",\n      \""description\"": \""D\u00e9couvrez comment utiliser les conditions et les boucles pour r\u00e9soudre des probl\u00e8mes techniques.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Exercice: Cr\u00e9ez un programme qui demande \u00e0 l'utilisateur son \u00e2ge et affiche un message en fonction de son \u00e2ge.\""\n      ]\n    },\n    {\n      \""order\"": 6,\n      \""title\"": \""L'Expansion : Les Concepts Plus Complexes\"",\n      \""duration\"": \""45 mins\"",\n      \""description\"": \""D\u00e9couvrez comment utiliser les conditions et les boucles pour r\u00e9soudre des probl\u00e8mes plus complexes.\"",\n      \""exercise_mode\"": \""code\"",\n      \""subTopics\"": [\n        \""Concept: Conditions et Boucles en combin\u00e9\""\n      ]\n    }\n  ]\n\n}"", ""ttft_ms"": 21762.2, ""llm_score"": 53.16, ""rag_score"": null, ""final_score"": 85.95, ""context_docs_count"": 3}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
Python,12,beginner,llama3.1:latest,writer,3,44,3,True,True,286,4,75.68,39.73,18.95,,37.48,40.0,0.5294,0.8069,1.0,1.0,0.8341,ok,0.4706,31190.3,266.4,76.77,61.18,61,64.21,1828,"{""agent"": ""writer"", ""json_valid"": true, ""schema_compliance"": true, ""word_count"": 286, ""examples_count"": 4, ""readability"": 75.68, ""lix_value"": 39.73, ""educational_richness"": 31.58, ""keyword_coverage"": 0.0, ""tone_simplicity"": 37.48, ""ragas_faithfulness"": 0.5294, ""ragas_answer_relevancy"": 0.8069, ""ragas_context_precision"": 1.0, ""ragas_context_recall"": 1.0, ""ragas_avg"": 0.8341, ""ragas_status"": ""ok"", ""latency"": 266.4, ""response_length"": 1828, ""agent_score"": 61, ""content_coverage"": 18.95, ""tone_engagement"": 40.0, ""tone_source"": ""groq"", ""generated_content"": ""{\n  \""order\"": 0,\n  \""title\"": \""Conditionnels et boucles\"",\n  \""content\"": \""## Section 1: Les Conditions - Le D\u00e9fi de la Programmation !\\n\\nVous savez ce que c'est dans la vie de tous les jours, sa correspond \u00e0 \\\""si .... alors ...\\\"" mais il peut \u00e9galement arriver d'avoir affaire \u00e0 des conditions comme \\\""si ... alors ... sinon si ...  alors ... sinon ...\\\"" et bien en programmation c'est exactement la m\u00eame chose !\\n\\n[Doc 1: Les conditions servent \u00e0 faire agir le programme en fonction des actions pr\u00e9c\u00e9dentes.]\\n\\n## Section 2: Les Boucles - R\u00e9p\u00e9ter sans Se Rep\u00e9ter !\\n\\nLes boucles sont utilis\u00e9es pour r\u00e9p\u00e9ter des actions, elles peuvent \u00eatre utilis\u00e9es avec les variables ou directement.\\n\\n[Doc 2: Conclusion]\\n\\n## Section 3: Les Conditions en Action - Un Exemple Simple !\\n\\nImaginez que vous \u00eates dans un jeu vid\u00e9o et que votre personnage doit traverser une salle remplie de monstres. Vous devez utiliser des conditions pour d\u00e9cider comment votre personnage va r\u00e9agir \u00e0 chaque monstre.\\n\\nExemple de code : \\n\\nif monstre == 'dragon' :\\n  attaquer() \\nelse :\\n  fuir()\\n\\n## Section 4: Les Boucles en Action - Un Exemple Simple !\\n\\nImaginez que vous devez cr\u00e9er un programme qui affiche les nombres de 1 \u00e0 10. Vous pouvez utiliser une boucle pour r\u00e9p\u00e9ter l'action d'afficher chaque nombre.\\n\\nExemple de code : \\n\\npour i dans range(1, 11) :\\n  print(i)\\n\\n## Section 5: Pratique et Recap - Tu Es Pr\u00eat ?\\n\\nR\u00e9ponds aux exercices ci-dessous pour v\u00e9rifier tes connaissances !\\n\\nExercice 1 : Quel est le type de condition pour v\u00e9rifier si une variable est sup\u00e9rieure \u00e0 5 ?\\nOptions : ['sup\u00e9rieur', 'inf\u00e9rieur', '\u00e9gal']\\nR\u00e9ponse attendue : sup\u00e9rieur\\n\\nExercice 2 : Remplis le trou : __________ est utilis\u00e9 pour r\u00e9p\u00e9ter des actions.\\nOptions : None\\nR\u00e9ponse attendue : boucle\"",\n  \""word_count\"": 526,\n  \""language_target\"": \""Python\""\n}"", ""ttft_ms"": 31190.3, ""llm_score"": 61.18, ""rag_score"": 76.77, ""final_score"": 64.21, ""hallucination_rate"": 0.4706, ""context_docs_count"": 3}",apps\ai-brain\benchmarking\outputs\graph_Python_age12_llama3.1_latest_20260516_011718.json
