question_id,strategy,evaluation_k,recall_at_k,precision_at_k,mrr,ndcg_at_k,coverage,latency_ms,total_candidate_budget,vector_candidate_k,graph_candidate_k,rrf_k,weights,reranker,embedding_tag,chunk_size,chunk_overlap
MEAN,Chroma (Vector) k=3,3,0.45,0.6166666666666667,0.725,0.5065735963827291,0.2335714285714286,101.31791000167141,9,9,0,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Vector) k=3,3,0.45,0.6166666666666667,0.725,0.5065735963827291,0.2335714285714286,61.787905007076915,9,9,0,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Graph) k=3,3,0.675,0.5166666666666666,0.7666666666666667,0.6799301972870468,0.4207142857142857,15.193460004229564,9,0,9,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Chroma (Vector) k=5,5,0.5,0.625,0.725,0.5412449165635926,0.2435714285714286,49.326224997639656,15,15,0,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Vector) k=5,5,0.5,0.625,0.725,0.5412449165635926,0.2435714285714286,42.877985002996866,15,15,0,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Graph) k=5,5,0.675,0.45916666666666667,0.7666666666666667,0.6799301972870468,0.4307142857142857,3.533030007383786,15,0,15,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Chroma (Vector) k=8,8,0.6,0.6375,0.7875,0.6124762437774035,0.2702380952380953,43.95774999720743,24,24,0,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Vector) k=8,8,0.575,0.6125,0.7625,0.5931336034156764,0.25357142857142856,49.5061249966966,24,24,0,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Graph) k=8,8,0.7,0.46749999999999997,0.775,0.6908505691279551,0.445,3.4215399966342375,24,0,24,,{},off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=45/55 rrf=60 reranker=off,3,0.775,0.5583333333333333,0.7916666666666667,0.7339441578296374,0.4023809523809524,52.34350500104483,,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=45/55 rrf=60 reranker=on,3,0.775,0.5583333333333333,0.825,0.749272837648774,0.4023809523809524,52.38408500008518,,,,60,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=45/55 rrf=30 reranker=off,3,0.775,0.5583333333333333,0.7916666666666667,0.7339441578296374,0.4023809523809524,55.110999998578336,,,,30,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=45/55 rrf=30 reranker=on,3,0.775,0.5583333333333333,0.825,0.749272837648774,0.4023809523809524,88.58565499685938,,,,30,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=60 reranker=off,3,0.775,0.5583333333333333,0.7916666666666667,0.7339441578296374,0.4023809523809524,58.77534500177717,,,,60,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=60 reranker=on,3,0.775,0.5583333333333333,0.825,0.749272837648774,0.4023809523809524,67.034324996348,,,,60,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=off,3,0.775,0.5583333333333333,0.7916666666666667,0.7339441578296374,0.4023809523809524,53.0850500028464,,,,30,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.775,0.5583333333333333,0.825,0.749272837648774,0.4023809523809524,53.9148150026449,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.75,0.5416666666666666,0.7666666666666667,0.7073007587339553,0.4023809523809524,48.68304999981774,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.75,0.5416666666666666,0.8,0.7226294385530916,0.4023809523809524,53.313780001190025,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.75,0.5416666666666666,0.7666666666666667,0.7073007587339553,0.4023809523809524,41.84255499858409,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.75,0.5416666666666666,0.8,0.7226294385530916,0.4023809523809524,44.587729999329895,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,0.8,0.55,0.7083333333333333,0.7113147192765459,0.3923809523809524,46.49126999574946,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,800,100
MEAN,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=on,3,0.8,0.55,0.7916666666666667,0.7532867981913646,0.3923809523809524,42.11602499563014,30,,,60,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,800,100
